device_id,rotational_speed_rpm,torque_nm,tool_wear_min,air_temperature_c,process_temperature_c,machine_failure,failure_type
machine_L,1447,39.3,110,27.25,36.35000000000002,0,None
machine_H,1530,40.4,112,27.25,36.25,0,None
machine_L,1795,27.7,117,27.350000000000023,36.35000000000002,0,None
machine_L,1290,57.4,119,27.450000000000045,36.450000000000045,0,None
machine_L,1639,30.4,121,27.450000000000045,36.55000000000001,0,None
machine_L,1596,31.5,123,27.55000000000001,36.650000000000034,0,None
machine_L,1455,48.0,125,27.450000000000045,36.650000000000034,0,None
machine_M,1659,28.9,127,27.450000000000045,36.650000000000034,0,None
machine_M,1532,42.5,130,27.450000000000045,36.650000000000034,0,None
machine_L,1502,42.4,133,27.450000000000045,36.650000000000034,0,None
machine_L,1688,28.6,135,27.450000000000045,36.650000000000034,0,None
machine_M,1341,50.9,137,27.350000000000023,36.55000000000001,0,None
machine_M,1685,29.4,140,27.350000000000023,36.55000000000001,0,None
machine_M,1370,55.9,143,27.350000000000023,36.650000000000034,0,None
machine_L,1461,52.5,146,27.350000000000023,36.650000000000034,0,None
machine_L,1550,37.4,148,27.350000000000023,36.650000000000034,0,None
machine_M,1508,37.8,150,27.350000000000023,36.650000000000034,0,None
machine_L,1345,62.7,153,27.350000000000023,36.650000000000034,0,None
machine_L,1616,34.5,155,27.350000000000023,36.55000000000001,0,None
machine_L,1395,61.0,157,27.350000000000023,36.55000000000001,0,None
machine_H,1324,72.8,159,27.350000000000023,36.650000000000034,1,PWF
machine_L,1445,43.9,164,27.350000000000023,36.650000000000034,0,None
machine_M,1555,38.9,166,27.350000000000023,36.650000000000034,0,None
machine_M,1449,42.4,169,27.450000000000045,36.75,0,None
machine_M,1466,53.2,172,27.350000000000023,36.75,0,None
machine_L,1503,37.4,175,27.350000000000023,36.75,0,None
machine_L,1488,35.7,177,27.25,36.55000000000001,0,None
machine_L,1314,50.2,179,27.25,36.55000000000001,0,None
machine_M,1547,38.0,181,27.25,36.55000000000001,0,None
machine_M,1466,39.8,184,27.25,36.55000000000001,0,None
machine_L,1537,37.1,187,27.150000000000034,36.450000000000045,0,None
machine_M,1434,51.5,189,27.05000000000001,36.35000000000002,0,None
machine_L,1432,44.7,192,27.25,36.450000000000045,0,None
machine_L,1390,48.4,194,27.350000000000023,36.450000000000045,0,None
machine_L,1580,42.8,196,27.350000000000023,36.55000000000001,0,None
machine_L,1589,30.5,198,27.350000000000023,36.55000000000001,0,None
machine_L,1441,48.8,200,27.350000000000023,36.650000000000034,0,None
machine_L,1305,51.7,202,27.350000000000023,36.650000000000034,0,None
machine_M,1566,35.9,204,27.350000000000023,36.650000000000034,0,None
machine_L,1379,54.2,207,27.350000000000023,36.650000000000034,1,OSF
machine_L,1543,38.1,209,27.25,36.450000000000045,0,None
machine_L,1421,49.6,211,27.350000000000023,36.650000000000034,0,None
machine_L,1760,30.6,213,27.350000000000023,36.450000000000045,0,None
machine_L,1711,29.2,215,27.25,36.35000000000002,0,None
machine_L,1465,41.6,217,27.350000000000023,36.450000000000045,0,None
machine_L,1366,50.2,219,27.350000000000023,36.450000000000045,0,None
machine_M,1888,21.9,221,27.25,36.35000000000002,0,None
machine_L,1777,23.6,0,27.350000000000023,36.35000000000002,0,None
machine_L,1379,55.6,2,27.350000000000023,36.35000000000002,0,None
machine_L,1525,51.3,4,27.25,36.35000000000002,0,None
machine_M,1563,34.0,6,27.25,36.450000000000045,0,None
machine_M,1389,43.3,9,27.350000000000023,36.55000000000001,0,None
machine_M,1447,42.9,12,27.450000000000045,36.650000000000034,0,None
machine_M,1934,22.8,15,27.450000000000045,36.55000000000001,0,None
machine_H,1470,43.8,18,27.450000000000045,36.55000000000001,0,None
machine_M,1428,42.6,23,27.450000000000045,36.55000000000001,0,None
machine_L,1319,48.1,26,27.25,36.450000000000045,0,None
machine_L,1887,24.3,28,27.350000000000023,36.55000000000001,0,None
machine_L,1349,50.4,30,27.25,36.35000000000002,0,None
machine_M,1665,31.4,32,27.150000000000034,36.35000000000002,0,None
machine_L,1474,38.7,35,27.150000000000034,36.35000000000002,0,None
machine_L,1543,38.9,37,27.25,36.35000000000002,0,None
machine_M,1459,43.9,39,27.05000000000001,36.25,0,None
machine_L,1551,37.9,42,27.150000000000034,36.35000000000002,0,None
machine_L,1981,21.4,44,27.05000000000001,36.25,0,None
machine_L,1526,35.3,46,27.05000000000001,36.25,0,None
machine_M,1501,40.0,48,27.05000000000001,36.25,0,None
machine_L,1558,38.3,51,27.05000000000001,36.25,0,None
machine_L,1532,43.2,53,27.05000000000001,36.150000000000034,0,None
machine_L,1326,55.9,55,26.950000000000045,36.05000000000001,0,None
machine_L,1431,51.3,57,27.05000000000001,36.05000000000001,0,None
machine_L,1366,49.3,59,27.05000000000001,36.150000000000034,0,None
machine_L,1421,42.5,61,26.950000000000045,36.05000000000001,0,None
machine_H,1506,35.6,63,27.05000000000001,36.150000000000034,0,None
machine_H,1342,48.7,68,27.05000000000001,36.150000000000034,0,None
machine_L,1427,37.6,73,26.950000000000045,36.05000000000001,0,None
machine_L,1667,29.9,75,27.05000000000001,36.05000000000001,0,None
machine_L,1400,46.7,77,26.950000000000045,35.950000000000045,0,None
machine_L,1709,32.1,79,26.850000000000023,35.85000000000002,0,None
machine_M,1368,45.8,81,26.850000000000023,35.85000000000002,0,None
machine_L,1882,23.8,84,26.850000000000023,35.950000000000045,0,None
machine_L,1353,58.7,86,26.950000000000045,35.950000000000045,0,None
machine_L,1553,40.0,88,26.75,35.85000000000002,0,None
machine_L,1431,45.4,90,26.850000000000023,35.950000000000045,0,None
machine_M,1731,30.4,92,26.950000000000045,35.950000000000045,0,None
machine_M,1687,27.7,95,26.950000000000045,36.05000000000001,0,None
machine_M,1457,44.3,98,26.950000000000045,36.05000000000001,0,None
machine_L,1533,37.0,101,26.950000000000045,36.05000000000001,0,None
machine_H,1622,31.8,103,26.850000000000023,35.85000000000002,0,None
machine_L,1791,28.2,108,26.850000000000023,35.950000000000045,0,None
machine_L,1631,28.3,110,26.850000000000023,35.950000000000045,0,None
machine_L,2174,16.9,112,26.850000000000023,35.85000000000002,0,None
machine_L,1314,58.2,114,26.950000000000045,35.85000000000002,0,None
machine_L,1478,46.9,116,26.950000000000045,35.950000000000045,0,None
machine_L,1783,27.3,118,26.950000000000045,36.05000000000001,0,None
machine_M,1385,46.1,120,26.950000000000045,36.05000000000001,0,None
machine_L,1444,43.6,123,26.850000000000023,36.05000000000001,0,None
machine_L,1841,23.0,125,26.950000000000045,36.150000000000034,0,None
machine_M,1349,56.2,127,26.950000000000045,36.25,0,None
machine_L,1340,56.0,130,26.950000000000045,36.150000000000034,0,None
machine_M,1539,43.2,132,26.75,36.05000000000001,0,None
machine_M,1932,21.8,135,26.850000000000023,36.150000000000034,0,None
machine_M,1407,43.9,138,26.850000000000023,36.150000000000034,0,None
machine_L,1712,28.5,141,26.950000000000045,36.150000000000034,0,None
machine_H,1329,55.2,143,26.950000000000045,36.25,0,None
machine_L,1441,42.9,148,26.950000000000045,36.05000000000001,0,None
machine_L,1610,32.1,150,26.850000000000023,36.05000000000001,0,None
machine_M,1474,45.2,152,26.850000000000023,35.950000000000045,0,None
machine_M,1624,30.8,155,26.850000000000023,35.950000000000045,0,None
machine_H,1520,38.2,158,26.950000000000045,36.150000000000034,0,None
machine_H,1448,45.8,163,26.950000000000045,36.150000000000034,0,None
machine_L,1558,29.7,168,26.850000000000023,36.150000000000034,0,None
machine_M,2293,16.3,170,26.850000000000023,36.150000000000034,0,None
machine_L,1397,51.2,173,26.850000000000023,36.150000000000034,0,None
machine_L,1972,22.0,175,26.850000000000023,36.150000000000034,0,None
machine_M,1574,36.5,177,26.75,36.05000000000001,0,None
machine_L,1560,38.9,180,26.75,36.05000000000001,0,None
machine_M,1353,49.8,182,26.75,36.05000000000001,0,None
machine_M,1389,51.2,185,26.75,36.05000000000001,0,None
machine_M,1513,43.8,188,26.75,35.950000000000045,0,None
machine_L,1578,42.1,191,26.650000000000034,35.950000000000045,0,None
machine_H,1467,37.3,193,26.650000000000034,35.85000000000002,0,None
machine_L,1412,48.3,198,26.75,35.950000000000045,0,None
machine_L,1668,30.3,200,26.650000000000034,35.950000000000045,0,None
machine_M,1678,29.8,202,26.650000000000034,36.05000000000001,0,None
machine_L,1612,35.4,205,26.650000000000034,35.950000000000045,0,None
machine_L,1485,39.9,207,26.650000000000034,35.950000000000045,0,None
machine_M,1456,39.4,209,26.650000000000034,35.950000000000045,0,None
machine_L,1504,38.7,212,26.650000000000034,36.05000000000001,0,None
machine_L,1491,44.3,214,26.75,36.05000000000001,0,None
machine_H,1525,33.2,0,26.75,36.05000000000001,0,None
machine_L,1759,27.9,5,26.850000000000023,36.05000000000001,0,None
machine_M,1355,56.7,7,26.650000000000034,35.950000000000045,0,None
machine_M,1345,56.8,10,26.75,35.950000000000045,0,None
machine_M,1683,30.5,13,26.75,36.05000000000001,0,None
machine_L,1658,34.8,16,26.75,36.05000000000001,0,None
machine_L,1566,34.4,18,26.850000000000023,36.05000000000001,0,None
machine_M,1469,43.9,20,26.950000000000045,36.150000000000034,0,None
machine_M,1458,46.9,23,27.05000000000001,36.35000000000002,0,None
machine_L,1858,23.6,26,26.950000000000045,36.25,0,None
machine_H,1563,40.8,28,26.950000000000045,36.25,0,None
machine_L,2141,17.9,33,26.950000000000045,36.25,0,None
machine_L,1473,46.0,35,26.850000000000023,36.150000000000034,0,None
machine_H,1498,38.5,37,26.850000000000023,36.25,0,None
machine_L,1568,39.7,42,26.950000000000045,36.25,0,None
machine_L,1694,27.4,44,26.950000000000045,36.25,0,None
machine_L,1499,35.7,46,26.850000000000023,36.25,0,None
machine_L,1717,28.3,48,26.850000000000023,36.35000000000002,0,None
machine_M,1462,42.8,50,26.950000000000045,36.35000000000002,0,None
machine_L,1642,34.5,53,26.950000000000045,36.450000000000045,0,None
machine_L,1760,25.4,55,26.950000000000045,36.450000000000045,0,None
machine_L,1660,32.7,57,26.950000000000045,36.35000000000002,0,None
machine_L,1557,40.6,59,26.950000000000045,36.35000000000002,0,None
machine_H,1442,49.2,61,27.05000000000001,36.450000000000045,0,None
machine_L,1359,51.5,66,27.05000000000001,36.450000000000045,0,None
machine_L,1342,52.5,68,27.25,36.650000000000034,0,None
machine_L,1435,54.8,70,27.25,36.75,0,None
machine_L,1567,36.5,72,27.25,36.75,0,None
machine_L,1376,43.5,74,27.25,36.75,0,None
machine_H,1513,38.7,76,27.25,36.75,0,None
machine_H,2563,12.8,81,27.25,36.75,1,PWF
machine_L,1521,45.1,86,27.350000000000023,36.85000000000002,0,None
machine_L,1658,34.7,88,27.450000000000045,36.85000000000002,0,None
machine_H,1419,42.4,90,27.450000000000045,36.85000000000002,0,None
machine_M,1478,36.3,95,27.450000000000045,36.85000000000002,0,None
machine_M,1415,43.5,98,27.350000000000023,36.85000000000002,0,None
machine_M,1780,26.5,101,27.350000000000023,36.75,0,None
machine_M,1440,42.8,104,27.25,36.55000000000001,0,None
machine_H,1448,39.7,107,27.25,36.650000000000034,0,None
machine_H,1500,35.2,112,27.25,36.55000000000001,0,None
machine_L,1513,32.9,117,27.25,36.650000000000034,0,None
machine_L,1428,43.8,119,27.350000000000023,36.650000000000034,0,None
machine_M,1473,42.3,121,27.350000000000023,36.650000000000034,0,None
machine_M,1483,49.3,124,27.350000000000023,36.75,0,None
machine_L,1534,42.5,127,27.25,36.55000000000001,0,None
machine_L,1367,54.0,129,27.350000000000023,36.650000000000034,0,None
machine_L,1467,36.9,131,27.25,36.55000000000001,0,None
machine_M,1488,42.2,133,27.25,36.55000000000001,0,None
machine_L,1679,30.1,136,27.25,36.55000000000001,0,None
machine_H,1409,47.5,138,27.25,36.650000000000034,0,None
machine_M,1367,51.2,143,27.25,36.55000000000001,0,None
machine_L,1314,63.1,146,27.25,36.650000000000034,0,None
machine_L,1480,40.0,148,27.350000000000023,36.75,0,None
machine_L,1549,38.9,150,27.25,36.650000000000034,0,None
machine_L,1685,31.3,152,27.25,36.55000000000001,0,None
machine_L,1536,34.5,154,27.25,36.450000000000045,0,None
machine_M,1539,37.7,156,27.25,36.55000000000001,0,None
machine_L,1384,45.1,159,27.25,36.55000000000001,0,None
machine_M,1614,30.3,161,27.25,36.450000000000045,0,None
machine_M,1675,35.5,164,27.25,36.450000000000045,0,None
machine_M,1685,32.3,167,27.25,36.55000000000001,0,None
machine_L,1386,56.9,170,27.25,36.450000000000045,0,None
machine_M,1488,41.3,172,27.150000000000034,36.450000000000045,0,None
machine_L,1624,32.6,175,27.150000000000034,36.450000000000045,0,None
machine_L,1600,34.6,177,27.150000000000034,36.450000000000045,0,None
machine_L,1468,44.7,179,27.150000000000034,36.450000000000045,0,None
machine_L,1435,45.4,181,27.150000000000034,36.450000000000045,0,None
machine_M,1564,33.4,183,27.05000000000001,36.35000000000002,0,None
machine_M,1329,53.6,186,27.05000000000001,36.25,0,None
machine_L,1570,36.8,189,26.950000000000045,36.150000000000034,0,None
machine_M,1433,48.8,191,27.05000000000001,36.25,0,None
machine_L,1527,37.0,194,27.05000000000001,36.25,0,None
machine_M,1443,50.3,196,26.950000000000045,36.150000000000034,0,None
machine_L,1616,32.0,199,26.950000000000045,36.150000000000034,0,None
machine_L,1654,31.0,201,26.950000000000045,36.150000000000034,0,None
machine_L,1685,27.1,203,26.950000000000045,36.150000000000034,0,None
machine_M,1456,48.8,205,27.05000000000001,36.25,0,None
machine_M,1752,27.8,208,27.05000000000001,36.25,0,None
machine_M,1438,51.0,211,26.950000000000045,36.05000000000001,0,None
machine_L,1551,33.7,214,26.950000000000045,35.950000000000045,0,None
machine_L,1599,30.1,216,26.950000000000045,36.05000000000001,0,None
machine_M,1732,33.7,218,26.950000000000045,36.05000000000001,0,None
machine_M,1418,39.8,221,26.950000000000045,36.05000000000001,0,None
machine_L,1401,44.5,0,26.850000000000023,35.950000000000045,0,None
machine_L,1454,51.7,2,26.850000000000023,35.85000000000002,0,None
machine_M,1635,32.4,4,26.850000000000023,36.05000000000001,0,None
machine_L,1489,40.3,7,26.850000000000023,35.950000000000045,0,None
machine_L,1465,40.6,9,26.850000000000023,35.950000000000045,0,None
machine_M,1463,45.7,11,26.850000000000023,35.950000000000045,0,None
machine_H,1560,35.4,14,26.950000000000045,35.950000000000045,0,None
machine_M,1454,44.4,19,26.950000000000045,36.05000000000001,0,None
machine_L,1479,47.0,22,27.05000000000001,35.950000000000045,0,None
machine_L,1430,43.4,24,27.05000000000001,36.05000000000001,0,None
machine_M,1533,38.0,26,26.950000000000045,35.950000000000045,0,None
machine_L,1404,54.8,29,26.950000000000045,35.85000000000002,0,None
machine_M,1548,38.4,31,26.950000000000045,35.75,0,None
machine_M,1612,33.0,34,26.950000000000045,35.85000000000002,0,None
machine_M,1642,31.2,37,27.05000000000001,35.85000000000002,0,None
machine_M,1406,42.2,40,27.05000000000001,35.950000000000045,0,None
machine_L,1587,31.4,43,27.150000000000034,36.05000000000001,0,None
machine_M,1364,47.6,45,27.150000000000034,36.05000000000001,0,None
machine_L,1462,51.4,48,27.150000000000034,36.05000000000001,0,None
machine_L,1649,32.4,50,27.150000000000034,36.05000000000001,0,None
machine_L,1752,29.0,52,27.25,36.05000000000001,0,None
machine_H,1396,51.2,54,27.25,36.150000000000034,0,None
machine_M,2179,16.3,59,27.350000000000023,36.25,0,None
machine_L,1653,27.6,62,27.350000000000023,36.35000000000002,0,None
machine_L,2025,21.4,64,27.450000000000045,36.35000000000002,0,None
machine_L,1426,53.6,66,27.450000000000045,36.450000000000045,0,None
machine_M,1503,38.4,68,27.450000000000045,36.450000000000045,0,None
machine_M,1525,36.5,71,27.55000000000001,36.450000000000045,0,None
machine_L,1423,49.1,74,27.450000000000045,36.450000000000045,0,None
machine_M,1435,44.7,76,27.55000000000001,36.55000000000001,0,None
machine_H,1495,36.5,79,27.450000000000045,36.35000000000002,0,None
machine_M,1557,33.8,84,27.450000000000045,36.35000000000002,0,None
machine_L,1474,40.7,87,27.450000000000045,36.25,0,None
machine_L,1465,46.0,89,27.350000000000023,36.150000000000034,0,None
machine_M,1589,34.9,91,27.350000000000023,36.150000000000034,0,None
machine_L,1475,46.8,94,27.350000000000023,36.150000000000034,0,None
machine_L,1442,43.2,96,27.450000000000045,36.25,0,None
machine_L,1556,36.0,98,27.450000000000045,36.25,0,None
machine_L,1425,45.3,100,27.55000000000001,36.150000000000034,0,None
machine_L,1580,38.3,102,27.55000000000001,36.150000000000034,0,None
machine_H,1474,40.7,104,27.650000000000034,36.25,0,None
machine_L,1489,38.4,109,27.650000000000034,36.25,0,None
machine_L,1946,20.5,111,27.650000000000034,36.25,0,None
machine_M,1342,62.4,113,27.650000000000034,36.25,1,HDF
machine_M,1758,26.8,116,27.75,36.35000000000002,0,None
machine_M,1724,25.6,119,27.75,36.25,0,None
machine_L,1430,48.5,122,27.850000000000023,36.35000000000002,0,None
machine_L,1612,35.2,124,27.75,36.35000000000002,0,None
machine_H,1469,43.4,126,27.75,36.35000000000002,0,None
machine_L,1384,42.4,131,27.75,36.450000000000045,0,None
machine_L,1724,28.1,133,27.850000000000023,36.450000000000045,0,None
machine_M,1397,48.0,135,27.850000000000023,36.450000000000045,0,None
machine_M,1588,32.7,138,27.850000000000023,36.450000000000045,0,None
machine_L,1468,42.0,141,27.850000000000023,36.55000000000001,0,None
machine_M,1594,31.1,143,27.850000000000023,36.650000000000034,0,None
machine_M,1511,39.3,146,27.850000000000023,36.55000000000001,0,None
machine_L,1493,38.9,149,27.950000000000045,36.650000000000034,0,None
machine_H,1709,27.0,151,28.05000000000001,36.650000000000034,0,None
machine_L,1501,36.1,156,27.950000000000045,36.450000000000045,0,None
machine_L,1668,30.8,158,27.950000000000045,36.55000000000001,0,None
machine_L,1502,48.9,160,27.950000000000045,36.450000000000045,0,None
machine_M,1288,58.4,162,27.850000000000023,36.55000000000001,0,None
machine_L,1491,42.9,165,27.850000000000023,36.55000000000001,0,None
machine_L,1519,39.6,167,27.950000000000045,36.650000000000034,0,None
machine_L,1984,19.7,169,28.05000000000001,36.75,0,None
machine_L,1643,32.9,171,28.05000000000001,36.75,0,None
machine_M,1625,31.6,173,28.05000000000001,36.85000000000002,0,None
machine_M,2068,17.8,176,28.150000000000034,36.85000000000002,0,None
machine_H,1469,39.7,179,28.150000000000034,36.950000000000045,0,None
machine_L,1558,36.3,184,28.150000000000034,36.950000000000045,0,None
machine_L,1344,54.8,186,28.150000000000034,36.85000000000002,0,None
machine_H,1455,44.1,188,28.150000000000034,36.950000000000045,0,None
machine_L,1355,53.6,193,28.150000000000034,36.950000000000045,0,None
machine_L,1269,56.8,195,28.150000000000034,36.950000000000045,1,OSF
machine_L,1550,41.5,197,28.150000000000034,36.85000000000002,0,None
machine_M,1525,37.8,199,28.150000000000034,36.950000000000045,0,None
machine_M,1696,32.4,202,28.150000000000034,36.85000000000002,0,None
machine_L,1937,21.8,205,28.25,36.950000000000045,0,None
machine_M,1689,32.1,207,28.25,36.85000000000002,0,None
machine_M,1593,30.8,210,28.150000000000034,36.85000000000002,0,None
machine_M,1565,36.0,213,28.150000000000034,36.75,0,None
machine_L,1665,31.4,0,28.150000000000034,36.85000000000002,0,None
machine_H,1532,36.3,2,28.150000000000034,36.85000000000002,0,None
machine_L,1438,40.9,7,28.150000000000034,36.85000000000002,0,None
machine_L,1531,41.6,9,28.150000000000034,36.950000000000045,0,None
machine_L,1506,40.8,11,28.150000000000034,36.85000000000002,0,None
machine_L,1382,52.4,13,28.05000000000001,36.75,0,None
machine_M,1456,50.8,15,28.05000000000001,36.75,0,None
machine_M,1445,45.6,18,28.05000000000001,36.85000000000002,0,None
machine_L,1515,40.9,21,28.05000000000001,36.75,0,None
machine_L,1449,45.5,23,28.05000000000001,36.75,0,None
machine_H,1362,50.7,25,28.05000000000001,36.75,0,None
machine_L,1687,29.7,30,28.05000000000001,36.75,0,None
machine_L,1618,37.6,32,28.05000000000001,36.85000000000002,0,None
machine_M,1558,32.6,34,28.05000000000001,36.950000000000045,0,None
machine_L,1662,31.0,37,28.150000000000034,36.950000000000045,0,None
machine_M,1295,56.6,39,28.05000000000001,36.950000000000045,0,None
machine_L,1385,42.3,42,28.05000000000001,37.05000000000001,0,None
machine_M,1479,45.5,44,28.05000000000001,36.950000000000045,0,None
machine_L,1400,44.3,47,28.150000000000034,37.150000000000034,0,None
machine_M,1357,54.5,49,28.05000000000001,37.150000000000034,0,None
machine_L,1657,34.1,52,27.950000000000045,37.05000000000001,0,None
machine_L,1496,43.4,54,27.950000000000045,37.05000000000001,0,None
machine_M,1379,43.2,56,28.05000000000001,37.150000000000034,0,None
machine_L,1548,38.6,59,28.05000000000001,37.150000000000034,0,None
machine_L,1499,38.1,61,28.05000000000001,37.150000000000034,0,None
machine_L,1390,45.8,63,28.150000000000034,37.35000000000002,0,None
machine_H,1538,38.4,65,28.150000000000034,37.25,0,None
machine_L,1365,47.7,70,28.150000000000034,37.35000000000002,0,None
machine_L,1503,48.6,72,28.150000000000034,37.35000000000002,0,None
machine_L,1390,49.9,74,28.05000000000001,37.25,0,None
machine_L,1497,45.7,76,28.05000000000001,37.150000000000034,0,None
machine_M,1577,48.3,78,28.150000000000034,37.25,0,None
machine_L,1432,54.3,81,28.25,37.35000000000002,0,None
machine_M,1563,39.9,83,28.25,37.35000000000002,0,None
machine_L,1433,43.4,86,28.25,37.25,0,None
machine_L,1384,50.1,88,28.150000000000034,37.25,0,None
machine_L,1346,46.7,90,28.150000000000034,37.25,0,None
machine_L,1459,44.7,92,28.150000000000034,37.25,0,None
machine_L,1639,28.9,94,28.25,37.25,0,None
machine_L,1737,31.9,96,28.25,37.25,0,None
machine_L,1489,43.5,98,28.25,37.35000000000002,0,None
machine_M,1492,43.0,100,28.350000000000023,37.450000000000045,0,None
machine_M,1217,60.6,103,28.25,37.35000000000002,0,None
machine_L,1636,28.7,106,28.350000000000023,37.35000000000002,0,None
machine_L,1436,49.7,108,28.25,37.25,0,None
machine_L,1689,30.6,110,28.25,37.25,0,None
machine_L,2289,16.4,112,28.350000000000023,37.35000000000002,0,None
machine_L,1522,41.0,114,28.350000000000023,37.450000000000045,0,None
machine_L,1351,52.9,116,28.350000000000023,37.35000000000002,0,None
machine_L,1589,36.7,118,28.350000000000023,37.35000000000002,0,None
machine_L,1578,34.1,120,28.350000000000023,37.450000000000045,0,None
machine_L,1587,33.7,122,28.350000000000023,37.450000000000045,0,None
machine_L,1962,20.2,124,28.350000000000023,37.450000000000045,0,None
machine_M,2432,14.2,126,28.350000000000023,37.450000000000045,0,None
machine_L,1418,43.9,129,28.450000000000045,37.450000000000045,0,None
machine_L,1683,29.7,131,28.450000000000045,37.55000000000001,0,None
machine_L,1385,50.7,133,28.55000000000001,37.650000000000034,0,None
machine_L,1559,44.5,135,28.55000000000001,37.650000000000034,0,None
machine_M,1671,31.6,137,28.55000000000001,37.650000000000034,0,None
machine_M,1343,49.5,140,28.450000000000045,37.650000000000034,0,None
machine_M,1548,34.2,143,28.450000000000045,37.650000000000034,0,None
machine_L,1705,31.2,146,28.55000000000001,37.75,0,None
machine_L,1535,35.4,148,28.450000000000045,37.650000000000034,0,None
machine_L,1564,34.1,150,28.450000000000045,37.650000000000034,0,None
machine_M,1510,40.9,152,28.450000000000045,37.75,0,None
machine_L,1492,45.2,155,28.450000000000045,37.75,0,None
machine_M,1452,44.1,157,28.350000000000023,37.650000000000034,0,None
machine_H,1329,52.0,160,28.25,37.55000000000001,0,None
machine_L,1382,52.4,165,28.350000000000023,37.650000000000034,0,None
machine_M,1628,36.4,167,28.350000000000023,37.650000000000034,0,None
machine_L,1706,27.9,170,28.25,37.55000000000001,0,None
machine_L,1594,34.1,172,28.150000000000034,37.55000000000001,0,None
machine_L,1761,24.3,174,28.150000000000034,37.55000000000001,0,None
machine_L,1529,41.8,176,28.150000000000034,37.450000000000045,0,None
machine_M,1532,40.7,178,28.150000000000034,37.55000000000001,0,None
machine_L,1673,27.8,181,28.25,37.55000000000001,0,None
machine_L,1285,62.6,183,28.25,37.650000000000034,1,OSF
machine_L,1680,31.4,185,28.25,37.650000000000034,0,None
machine_L,1610,34.6,187,28.25,37.650000000000034,0,None
machine_L,1632,31.6,189,28.450000000000045,37.75,0,None
machine_L,1559,40.2,191,28.450000000000045,37.75,0,None
machine_L,1367,49.0,193,28.350000000000023,37.650000000000034,0,None
machine_L,1355,57.8,195,28.450000000000045,37.650000000000034,1,OSF
machine_H,1414,51.7,197,28.450000000000045,37.55000000000001,0,None
machine_L,1522,36.6,202,28.350000000000023,37.450000000000045,0,None
machine_L,1525,41.9,204,28.350000000000023,37.450000000000045,0,None
machine_L,1394,46.5,206,28.350000000000023,37.450000000000045,0,None
machine_L,1519,40.7,208,28.350000000000023,37.450000000000045,0,None
machine_L,1445,43.9,210,28.25,37.450000000000045,0,None
machine_L,1555,43.3,212,28.25,37.450000000000045,0,None
machine_L,1633,39.5,0,28.25,37.35000000000002,0,None
machine_M,1630,30.3,2,28.25,37.450000000000045,0,None
machine_M,1692,32.3,5,28.25,37.55000000000001,0,None
machine_H,1790,26.2,8,28.350000000000023,37.55000000000001,0,None
machine_L,1350,58.5,13,28.350000000000023,37.650000000000034,0,None
machine_L,2760,8.0,15,28.350000000000023,37.75,1,PWF
machine_L,1584,32.2,17,28.25,37.55000000000001,0,None
machine_L,1989,21.8,19,28.25,37.55000000000001,0,None
machine_L,1431,44.3,21,28.25,37.650000000000034,0,None
machine_L,1568,35.2,23,28.25,37.55000000000001,0,None
machine_L,1376,50.6,25,28.25,37.55000000000001,0,None
machine_M,1459,46.9,27,28.25,37.450000000000045,0,None
machine_M,1385,47.5,30,28.350000000000023,37.650000000000034,0,None
machine_H,1591,29.6,33,28.350000000000023,37.650000000000034,0,None
machine_L,1568,33.1,38,28.350000000000023,37.55000000000001,0,None
machine_M,1459,37.7,40,28.25,37.55000000000001,0,None
machine_L,1590,36.3,43,28.25,37.55000000000001,0,None
machine_L,1376,47.6,45,28.150000000000034,37.450000000000045,0,None
machine_L,1510,38.5,47,28.150000000000034,37.450000000000045,0,None
machine_H,1674,33.6,49,28.25,37.450000000000045,0,None
machine_L,1426,40.7,54,28.150000000000034,37.450000000000045,0,None
machine_L,1466,43.6,56,28.350000000000023,37.55000000000001,0,None
machine_H,1474,38.7,58,28.350000000000023,37.650000000000034,0,None
machine_M,1290,65.3,63,28.450000000000045,37.650000000000034,0,None
machine_M,1435,48.0,66,28.55000000000001,37.75,0,None
machine_M,1416,53.2,69,28.350000000000023,37.55000000000001,0,None
machine_H,1599,40.4,72,28.350000000000023,37.55000000000001,0,None
machine_L,1466,47.3,77,28.350000000000023,37.55000000000001,0,None
machine_L,1408,47.3,79,28.350000000000023,37.55000000000001,0,None
machine_L,1490,48.1,81,28.350000000000023,37.450000000000045,0,None
machine_L,1405,42.3,83,28.350000000000023,37.450000000000045,0,None
machine_L,1647,33.3,85,28.25,37.35000000000002,0,None
machine_M,1459,35.0,87,28.25,37.450000000000045,0,None
machine_L,1648,30.7,90,28.25,37.450000000000045,0,None
machine_L,1675,30.7,92,28.25,37.55000000000001,0,None
machine_L,1605,34.2,94,28.25,37.55000000000001,0,None
machine_H,1536,44.4,96,28.25,37.55000000000001,0,None
machine_M,1617,34.3,101,28.25,37.55000000000001,0,None
machine_L,1347,53.3,104,28.25,37.450000000000045,0,None
machine_L,1337,52.7,106,28.150000000000034,37.35000000000002,0,None
machine_L,1695,30.9,108,28.150000000000034,37.25,0,None
machine_M,1635,32.5,110,28.150000000000034,37.25,0,None
machine_L,1470,44.0,113,28.05000000000001,37.25,0,None
machine_L,1381,49.8,115,28.05000000000001,37.25,0,None
machine_M,1382,41.6,117,28.05000000000001,37.25,0,None
machine_M,1697,30.0,120,28.05000000000001,37.25,0,None
